symbol,isin,company_name,is_owner_company,stage1_promoter_ge_10,owner_family,owner_flag,owner_flag_final_hybrid,yaml_classification,promoter_total_pct,natural_pct_sum,in_rev1,rev1_category,is_nifty50,is_nifty100,is_nifty200,is_nifty500,is_nifty_total_mkt
GABRIEL,INE524A01029,Gabriel India Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,55.0,2.36,True,Owner,False,False,False,True,True
GAEL,INE036B01030,Gujarat Ambuja Exports Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,63.84,63.81,True,Owner,False,False,False,False,True
GALAXYSURF,INE600K01018,Galaxy Surfactants Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,70.9,47.61,True,Owner,False,False,False,False,False
GENUSPOWER,INE955D01029,Genus Power Infrastructures Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,39.34,19.6,True,Owner,False,False,False,False,False
GESHIP,INE017A01032,The Great Eastern Shipping Company Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,30.07,25.47,True,Owner,False,False,False,True,True
GHCL,INE539A01019,GHCL Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,19.87,1.68,True,Owner,False,False,False,False,True
GLENMARK,INE935A01035,Glenmark Pharmaceuticals Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,46.65,1.22,True,Owner,False,False,True,True,True
GLOBUSSPR,INE615I01010,Globus Spirits Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,50.75,9.37,True,Owner,False,False,False,False,False
GMMPFAUDLR,INE541A01023,GMM Pfaudler Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,25.18,8.59,True,Owner,False,False,False,False,True
GMRAIRPORT,INE776C01039,GMR AIRPORTS LIMITED,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,66.24,0.09,True,Owner,False,False,True,True,True
GMRP&UI,INE0CU601026,GMR Power and Urban Infra Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,46.28,0.17,False,,False,False,False,False,True
GOCOLORS,INE0BJS01011,Go Fashion (India) Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,54.2,37.78,True,Owner,False,False,False,False,False
GODFRYPHLP,INE260B01028,Godfrey Phillips India Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,72.58,0.16,True,Owner,False,False,True,True,True
GODIGIT,INE03JT01014,Go Digit General Insurance Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,73.03,0.05,False,,False,False,False,True,True
GODREJAGRO,INE850D01014,Godrej Agrovet Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,67.65,0.73,False,,False,False,False,False,True
GODREJCP,INE102D01028,Godrej Consumer Products Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,53.05,0.59,True,Owner,False,True,True,True,True
GODREJIND,INE233A01035,Godrej Industries Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,74.64,38.49,True,Owner,False,False,False,True,True
GODREJPROP,INE484J01027,Godrej Properties Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,47.17,0.02,True,Owner,False,False,True,True,True
GOKULAGRO,INE314T01033,Gokul Agro Resources Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,74.24,60.0,False,,False,False,False,False,True
GPIL,INE177H01039,Godawari Power And Ispat limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,63.49,49.51,True,Owner,False,False,False,True,True
GRANULES,INE101D01020,Granules India Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,38.02,37.98,True,Owner,False,False,False,True,True
GRAPHITE,INE371A01025,Graphite India Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,65.34,0.6,True,Owner,False,False,False,True,True
GRAVITA,INE024L01027,Gravita India Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,55.88,32.4,True,Owner,False,False,False,True,True
GRINFRA,INE201P01022,G R Infraprojects Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,74.69,38.86,True,Owner,False,False,False,False,False
GROWW,INE0HOQ01053,Billionbrains Garage Ventures Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,27.81,26.84,False,,False,False,True,True,True
GRWRHITECH,INE291A01017,Garware Hi-Tech Films Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,60.72,9.23,False,,False,False,False,False,True
HAPPSTMNDS,INE419U01012,Happiest Minds Technologies Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,44.21,33.09,True,Owner,False,False,False,False,True
HARSHA,INE0JUS01029,Harsha Engineers International Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,75.0,71.07,True,Owner,False,False,False,False,False
HATSUN,INE473B01035,Hatsun Agro Product Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,73.17,75.21,True,Owner,False,False,False,False,False
HBLENGINE,INE292B01021,HBL Engineering Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,59.11,7.72,True,Owner,False,False,False,True,True
HCC,INE549A01026,Hindustan Construction Company Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,16.72,0.15,True,Owner,False,False,False,False,True
HCLTECH,INE860A01027,HCL Technologies Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,60.81,0.08,True,Owner,True,True,True,True,True
HEG,INE545A01024,HEG Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,56.28,0.01,True,Owner,False,False,False,True,True
HERITGFOOD,INE978A01027,Heritage Foods Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,41.3,35.82,False,,False,False,False,False,True
HEROMOTOCO,INE158A01026,Hero MotoCorp Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,34.73,14.2,True,Owner,False,False,True,True,True
HFCL,INE548A01028,HFCL Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,28.29,0.25,True,Owner,False,False,False,True,True
HGINFRA,INE926X01010,H.G. Infra Engineering Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,71.78,0.0,False,,False,False,False,False,True
HLEGLAS,INE461D01028,HLE Glascoat Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,65.64,65.64,True,Owner,False,False,False,False,False
HMAAGRO,INE0ECP01024,HMA Agro Industries Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,75.0,75.0,True,Owner,False,False,False,False,False
HONASA,INE0J5401028,Honasa Consumer Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,35.54,35.54,False,,False,False,False,True,True
HSCL,INE019C01026,Himadri Speciality Chemical Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,52.5,15.71,True,Owner,False,False,False,True,True
ICIL,INE483B01026,Indo Count Industries Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,58.74,9.68,False,,False,False,False,False,True
IDEAFORGE,INE349Y01013,Ideaforge Technology Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,33.36,34.12,True,Owner,False,False,False,False,False
IFBIND,INE559A01017,IFB Industries Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,74.96,0.77,False,,False,False,False,False,True
IIFL,INE530B01024,IIFL Finance Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,24.85,24.42,True,Owner,False,False,False,True,True
IIFLCAPS,INE489L01022,IIFL Capital Services Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,30.93,29.74,False,,False,False,False,False,True
IKS,INE115Q01022,Inventurus Knowledge Solutions Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,63.72,16.84,False,,False,False,False,True,True
IMFA,INE919H01018,Indian Metals & Ferro Alloys Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,58.69,4.8,False,,False,False,False,False,True
INDIAGLYCO,INE560A01023,India Glycols Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,59.63,8.58,False,,False,False,False,False,True
INDIAMART,INE933S01016,Indiamart Intermesh Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,49.12,49.18,True,Owner,False,False,False,True,True
INDIASHLTR,INE922K01024,India Shelter Finance Corporation Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,47.6,2.54,False,,False,False,False,False,True
INDIGO,INE646L01027,InterGlobe Aviation Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,41.58,4.59,True,Owner,True,True,True,True,True
INDIGOPNTS,INE09VQ01012,Indigo Paints Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,53.88,43.53,True,Owner,False,False,False,False,True
INFY,INE009A01021,Infosys Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,14.52,14.58,True,Professional,True,True,True,True,True
INOXGREEN,INE510W01014,Inox Green Energy Services Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,56.12,0.03,False,,False,False,False,False,True
INOXINDIA,INE616N01034,INOX India Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,75.0,75.26,False,,False,False,False,False,True
INOXWIND,INE066P01011,Inox Wind Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,44.18,1.86,False,,False,False,False,True,True
INTELLECT,INE306R01017,Intellect Design Arena Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,29.73,12.72,True,Owner,False,False,False,True,True
IOLCP,INE485C01029,IOL Chemicals and Pharmaceuticals Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,62.28,2.05,True,Owner,False,False,False,False,False
IONEXCHANG,INE570A01022,ION Exchange (India) Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,25.58,22.28,True,Owner,False,False,False,False,True
IPCALAB,INE571A01038,IPCA Laboratories Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,44.72,7.13,True,Owner,False,False,False,True,True
IPL,INE0D6701023,India Pesticides Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,63.65,53.71,True,Owner,False,False,False,False,False
IRB,INE821I01022,IRB Infrastructure Developers Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,30.79,0.87,True,Owner,False,False,False,True,True
JAIBALAJI,INE091G01026,Jai Balaji Industries Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,64.84,5.78,True,Owner,False,False,False,False,True
JAICORPLTD,INE070D01027,Jai Corp Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,73.92,58.88,True,Owner,False,False,False,False,False
JAINREC,INE0YD401026,Jain Resource Recycling Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,73.59,73.59,False,,False,False,False,True,True
JAMNAAUTO,INE039C01032,Jamna Auto Industries Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,49.93,12.79,True,Owner,False,False,False,False,True
JAYNECOIND,INE854B01010,Jayaswal Neco Industries Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,55.15,4.6,False,,False,False,False,False,True
JBMA,INE927D01051,JBM Auto Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,67.53,2.42,True,Owner,False,False,False,True,True
JISLJALEQS,INE175A01038,Jain Irrigation Systems Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,26.68,0.93,True,Owner,False,False,False,False,False
JKCEMENT,INE823G01014,JK Cement Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,45.66,5.46,True,Owner,False,False,False,True,True
JKLAKSHMI,INE786A01032,JK Lakshmi Cement Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,45.12,1.82,True,Owner,False,False,False,False,True
JKPAPER,INE789E01012,JK Paper Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,52.94,1.95,True,Owner,False,False,False,False,True
JKTYRE,INE573A01042,JK Tyre & Industries Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,51.72,2.95,True,Owner,False,False,False,True,True
JLHL,INE682M01012,Jupiter Life Line Hospitals Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,40.91,34.06,False,,False,False,False,False,True
JMFINANCIL,INE780C01023,JM Financial Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,56.9,19.8,True,Owner,False,False,False,True,True
JSLL,INE0J5801029,Jeena Sikho Lifecare Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,63.62,63.62,False,,False,False,False,False,True
JTLIND,INE391J01032,JTL INDUSTRIES LIMITED,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,49.26,49.26,True,Owner,False,False,False,False,False
JUBLFOOD,INE797F01020,Jubilant Foodworks Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,40.27,0.04,True,Owner,False,False,True,True,True
JUBLINGREA,INE0BY001018,Jubilant Ingrevia Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,45.22,1.23,True,Owner,False,False,False,True,True
JUBLPHARMA,INE700A01033,Jubilant Pharmova Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,47.68,1.22,False,,False,False,False,True,True
JUSTDIAL,INE599M01018,Just Dial Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,74.15,10.32,True,Owner,False,False,False,False,True
JWL,INE209L01016,Jupiter Wagons Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,68.31,10.73,True,Owner,False,False,False,True,True
JYOTHYLAB,INE668F01031,Jyothy Labs Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,62.89,16.89,True,Owner,False,False,False,False,True
JYOTICNC,INE980O01024,Jyoti CNC Automation Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,62.55,46.47,False,,False,False,False,True,True
KAJARIACER,INE217B01036,Kajaria Ceramics Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,47.69,6.8,True,Owner,False,False,False,True,True
KALYANKJIL,INE303R01014,Kalyan Jewellers India Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,62.87,60.54,True,Owner,False,False,True,True,True
KAYNES,INE918Z01012,Kaynes Technology India Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,53.46,53.46,True,Owner,False,False,False,True,True
KEC,INE389H01022,KEC International Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,50.1,1.91,True,Owner,False,False,False,True,True
KEI,INE878B01027,KEI Industries Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,35.0,17.55,True,Owner,False,False,True,True,True
KIMS,INE967H01025,Krishna Institute of Medical Sciences Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,34.11,32.4,True,Owner,False,False,False,True,True
KIRLOSBROS,INE732A01036,Kirloskar Brothers Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,65.95,41.61,False,,False,False,False,False,True
KIRLOSENG,INE146L01010,Kirloskar Oil Engines Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,41.08,35.35,True,Owner,False,False,False,True,True
KIRLPNU,INE811A01020,Kirloskar Pneumatic Company Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,38.82,29.16,False,,False,False,False,False,True
KITEX,INE602G01020,Kitex Garments Limited,True,True,,ambiguous_holding_indian,OWNER,UNKNOWN,56.66,0.0,False,,False,False,False,False,True
KNRCON,INE634I01029,KNR Constructions Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,48.81,48.81,True,Owner,False,False,False,False,True
KOLTEPATIL,INE094I01018,Kolte - Patil Developers Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,73.81,33.82,True,Owner,False,False,False,False,False
KOTAKBANK,INE237A01036,Kotak Mahindra Bank Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,25.87,26.0,True,Owner,True,True,True,True,True
KPIGREEN,INE542W01025,KPI Green Energy Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,49.49,50.37,False,,False,False,False,False,True
KPIL,INE220B01022,Kalpataru Projects International Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,33.57,11.84,True,Owner,False,False,False,True,True
KPITTECH,INE04I401011,KPIT Technologies Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,39.42,7.05,True,Owner,False,False,True,True,True
KPRMILL,INE930H01031,K.P.R. Mill Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,67.52,66.07,True,Owner,False,False,False,True,True
KRBL,INE001B01026,KRBL Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,60.17,6.71,True,Owner,False,False,False,False,True
KRN,INE0Q3J01015,KRN Heat Exchanger and Refrigeration Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,65.69,65.69,False,,False,False,False,False,True
KRSNAA,INE08LI01020,Krsnaa Diagnostics Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,27.11,26.47,True,Owner,False,False,False,False,False
KSB,INE999A01023,Ksb Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,69.8,0.44,True,MNC,False,False,False,False,True
KSCL,INE455I01029,Kaveri Seed Company Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,60.5,21.29,True,Owner,False,False,False,False,True
LALPATHLAB,INE600L01024,Dr. Lal Path Labs Ltd.,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,53.21,53.29,True,Owner,False,False,False,True,True
LANDMARK,INE559R01029,Landmark Cars Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,49.76,50.09,True,Owner,False,False,False,False,False
LATENTVIEW,INE0I7C01011,Latent View Analytics Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,65.1,65.14,True,Owner,False,False,False,True,True
LAURUSLABS,INE947Q01028,Laurus Labs Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,27.49,3.36,True,Owner,False,False,True,True,True
LEMONTREE,INE970X01018,Lemon Tree Hotels Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,22.28,0.46,True,Owner,False,False,False,True,True
LENSKART,INE956O01016,Lenskart Solutions Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,17.55,17.57,False,,False,False,True,True,True
LLOYDSENGG,INE093R01011,LLOYDS ENGINEERING WORKS LIMITED,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,41.92,0.05,False,,False,False,False,False,True
LLOYDSENT,INE080I01025,Lloyds Enterprises Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,62.72,8.26,False,,False,False,False,False,True
LLOYDSME,INE281B01032,Lloyds Metals And Energy Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,61.64,6.44,False,,False,False,False,True,True
LOTUSDEV,INE0V9Q01010,Sri Lotus Developers and Realty Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,81.86,72.04,False,,False,False,False,False,True
LTFOODS,INE818H01020,LT Foods Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,51.01,14.99,True,Owner,False,False,False,True,True
LUMAXTECH,INE872H01027,Lumax Auto Technologies Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,55.98,38.21,False,,False,False,False,False,True
LUPIN,INE326A01037,Lupin Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,46.89,1.53,True,Owner,False,False,True,True,True
LUXIND,INE150G01020,Lux Industries Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,74.19,68.01,True,Owner,False,False,False,False,False
LXCHEM,INE576O01020,Laxmi Organic Industries Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,69.35,67.93,True,Owner,False,False,False,False,True
MANAPPURAM,INE522D01027,Manappuram Finance Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,31.77,31.78,True,Owner,False,False,False,True,True
MANINFRA,INE949H01023,Man Infraconstruction Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,62.44,54.7,True,Owner,False,False,False,False,False
MANKIND,INE634S01028,Mankind Pharma Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,72.66,18.15,True,Owner,False,False,True,True,True
MANORAMA,INE00VM01036,Manorama Industries Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,54.32,54.32,False,,False,False,False,False,True
MANYAVAR,INE825V01034,Vedant Fashions Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,74.94,17.79,True,Owner,False,False,False,False,True
MAPMYINDIA,INE0BV301023,C.E. Info Systems Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,51.36,51.36,True,Owner,False,False,False,True,True
MARICO,INE196A01026,Marico Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,58.93,57.61,True,Owner,False,False,True,True,True
MARKSANS,INE750C01026,Marksans Pharma Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,43.87,43.87,True,Owner,False,False,False,False,True
MASTEK,INE759A01021,Mastek Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,35.77,40.34,True,Owner,False,False,False,False,True
MAXHEALTH,INE027H01010,Max Healthcare Institute Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,23.72,23.75,True,Owner,True,True,True,True,True
MEDPLUS,INE804L01022,Medplus Health Services Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,40.29,12.81,True,Owner,False,False,False,False,True
MEESHO,INE0VDM01015,Meesho Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,16.57,16.6,False,,False,False,False,True,True
METROBRAND,INE317I01021,Metro Brands Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,71.8,10.35,True,Owner,False,False,False,False,False
MINDACORP,INE842C01021,Minda Corporation Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,64.84,48.22,True,Owner,False,False,False,True,True
MOTHERSON,INE775A01035,Samvardhana Motherson International Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,48.6,13.57,True,Owner,False,True,True,True,True
MOTILALOFS,INE338I01027,Motilal Oswal Financial Services Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,67.62,29.96,True,Owner,False,False,True,True,True
MRF,INE883A01011,MRF Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,27.77,12.74,True,Owner,False,False,True,True,True
MSUMI,INE0FS801015,Motherson Sumi Wiring India Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,61.73,2.84,True,Owner,False,False,False,True,True
MTARTECH,INE864I01014,Mtar Technologies Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,30.44,30.4,True,Owner,False,False,False,False,True
MUTHOOTFIN,INE414G01012,Muthoot Finance Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,73.35,73.36,True,Owner,False,True,True,True,True
NATCOPHARM,INE987B01026,Natco Pharma Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,49.42,28.4,True,Owner,False,False,False,True,True
NAUKRI,INE663F01032,Info Edge (India) Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,37.59,34.2,True,Owner,False,False,True,True,True
NAVA,INE725A01030,NAVA LIMITED,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,50.1,16.53,True,Owner,False,False,False,True,True
NAVINFLUOR,INE048G01026,Navin Fluorine International Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,27.11,1.55,True,Owner,False,False,False,True,True
NAZARA,INE418L01047,Nazara Technologies Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,35.46,11.35,True,Owner,False,False,False,False,True
NCC,INE868B01028,NCC Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,22.81,7.75,True,Owner,False,False,False,True,True
NEOGEN,INE136S01016,Neogen Chemicals Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,51.23,52.55,False,,False,False,False,False,True
NESCO,INE317F01035,Nesco Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,68.54,26.78,False,,False,False,False,False,True
NEULANDLAB,INE794A01010,Neuland Laboratories Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,32.63,6.65,False,,False,False,False,True,True
NEWGEN,INE619B01017,Newgen Software Technologies Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,53.52,54.46,False,,False,False,False,True,True
NH,INE410P01011,Narayana Hrudayalaya Ltd.,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,63.27,63.85,True,Owner,False,False,False,True,True
NOCIL,INE163A01018,NOCIL Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,33.76,18.68,True,Owner,False,False,False,False,False
NRBBEARING,INE349A01021,NRB Bearing Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,51.2,44.21,True,Owner,False,False,False,False,False
NTPCGREEN,INE0ONG01011,NTPC Green Energy Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,89.01,0.0,False,,False,False,False,True,True
NYKAA,INE388Y01029,FSN E-Commerce Ventures Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,52.1,0.31,True,Owner,False,False,True,True,True
OBEROIRLTY,INE093I01010,Oberoi Realty Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,67.7,58.56,True,Owner,False,False,True,True,True
OLAELEC,INE0LXG01040,Ola Electric Mobility Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,32.97,26.52,False,,False,False,False,True,True
OLECTRA,INE260D01016,Olectra Greentech Limited,True,True,,ambiguous_holding_indian,OWNER,UNKNOWN,50.02,0.0,True,Owner,False,False,False,True,True
OMAXE,INE800H01010,Omaxe Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,74.14,5.69,True,Owner,False,False,False,False,False
ONESOURCE,INE013P01021,Onesource Specialty Pharma Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,29.93,2.06,False,,False,False,False,True,True
OPTIEMUS,INE350C01017,Optiemus Infracom Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,72.17,28.49,False,,False,False,False,False,True
ORIENTCEM,INE876N01018,Orient Cement Limited,True,True,,ambiguous_holding_indian,OWNER,UNKNOWN,72.66,0.0,True,Owner,False,False,False,False,True
OSWALPUMPS,INE0BYP01024,Oswal Pumps Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,75.67,12.4,False,,False,False,False,False,True
PAGEIND,INE761H01022,Page Industries Limited,True,True,,owner_probable_nri_family,OWNER,UNKNOWN,42.89,42.89,True,Owner,False,False,True,True,True
PARADEEP,INE088F01024,Paradeep Phosphates Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,57.7,0.36,True,Owner,False,False,False,True,True
